,index,Feature name,Coefficients,p_values,Original feature name,Score - Calculation,Score - Preliminary,Difference,Score - Final
70,70,dti:10.5-16.1,0.0540823740238382,0.3801224990816171,dti,4.598873494877313,5.0,0.4011265051226873,5.0
71,71,dti:16.1-20.3,-0.0478250038138561,0.4382529715128574,dti,-4.06678046964071,-4.0,0.06678046964070994,-4.0
72,72,dti:20.3-21.7,-0.0658476759215375,0.3052874467210956,dti,-5.599331334111772,-6.0,-0.4006686658882277,-6.0
73,73,dti:21.7-22.4,-0.0951074392355685,0.1625701585797144,dti,-8.087423848541134,-8.0,0.08742384854113361,-8.0
74,74,dti:22.4-35,-0.139211703094949,0.0226168284119844,dti,-11.837812653303624,-12.0,-0.1621873466963759,-12.0
75,75,mths_since_last_delinq:Missing,0.0767717630415665,0.1486793984113743,mths_since_last_delinq,6.528256804171354,7.0,0.47174319582864577,7.0
76,76,mths_since_last_delinq:4-30,0.1007921842336924,0.0604484884953508,mths_since_last_delinq,8.57082391314416,9.0,0.42917608685583986,9.0
77,77,mths_since_last_delinq:31-56,0.144417041544088,0.0078763838982537,mths_since_last_delinq,12.280446569763345,12.0,-0.28044656976334537,12.0
78,78,mths_since_last_delinq:>=57,0.0950762779568399,0.0872146218340606,mths_since_last_delinq,8.084774061408115,8.0,-0.08477406140811539,8.0
79,79,mths_since_last_record:Missing,0.1350919231557337,0.1098844131208539,mths_since_last_record,11.487488779598792,11.0,-0.48748877959879167,11.0
80,80,mths_since_last_record:3-20,0.2320147345172075,0.0624365378517408,mths_since_last_record,19.72928208591345,20.0,0.2707179140865499,20.0
81,81,mths_since_last_record:21-31,0.1489629344574284,0.1939154355912612,mths_since_last_record,12.6670047933446,13.0,0.3329952066554007,13.0
82,82,mths_since_last_record:32-80,0.3087265164748064,0.0004846148708012,mths_since_last_record,26.252438422099967,26.0,-0.25243842209996714,26.0
83,83,mths_since_last_record:81-86,-0.0664064569610222,0.5245863719289039,mths_since_last_record,-5.646847060969352,-6.0,-0.3531529390306476,-6.0
84,84,mths_since_last_record:>86,0.0324609684916489,0.7098543997216071,mths_since_last_record,2.760305743022505,3.0,0.2396942569774949,3.0
85,0,grade:G,0.0,,grade,0.0,0.0,0.0,0.0
86,1,home_ownership:RENT_OTHER_NONE_ANY,0.0,,home_ownership,0.0,0.0,0.0,0.0
87,2,addr_state:ND_NE_IA_NV_FL_HI_AL,0.0,,addr_state,0.0,0.0,0.0,0.0
88,3,verification_status:Verified,0.0,,verification_status,0.0,0.0,0.0,0.0
89,4,purpose:educ__sm_b__wedd__ren_en__mov__house,0.0,,purpose,0.0,0.0,0.0,0.0
90,5,initial_list_status:f,0.0,,initial_list_status,0.0,0.0,0.0,0.0
91,6,term:60,0.0,,term,0.0,0.0,0.0,0.0
92,7,emp_length:0,0.0,,emp_length,0.0,0.0,0.0,0.0
93,8,mths_since_issue_d:>84,0.0,,mths_since_issue_d,0.0,0.0,0.0,0.0
94,9,int_rate:>20.281,0.0,,int_rate,0.0,0.0,0.0,0.0
95,10,mths_since_earliest_cr_line:<140,0.0,,mths_since_earliest_cr_line,0.0,0.0,0.0,0.0
96,11,inq_last_6mths:>6,0.0,,inq_last_6mths,0.0,0.0,0.0,0.0
97,12,acc_now_delinq:0,0.0,,acc_now_delinq,0.0,0.0,0.0,0.0
98,13,annual_inc:<20K,0.0,,annual_inc,0.0,0.0,0.0,0.0
99,14,dti:>35,0.0,,dti,0.0,0.0,0.0,0.0
100,15,mths_since_last_delinq:0-3,0.0,,mths_since_last_delinq,0.0,0.0,0.0,0.0
101,16,mths_since_last_record:0-2,0.0,,mths_since_last_record,0.0,0.0,0.0,0.0
